projectName,oshwaUid,hardwareLicense,softwareLicense,documentationLicense,status,notes
SparkFun Triple Axis Accelerometer and Gyro Breakout - MPU-6050,US001039,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Triple Axis Accelerometer Breakout - ADXL335,US001052,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Triple Axis Accelerometer Breakout - ADXL337,US000985,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Triple Axis Accelerometer Breakout - ADXL345,US000042,Other,Other,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
SparkFun Triple Axis Accelerometer Breakout - BMA400 (Qwiic),US002319,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Triple Axis Accelerometer Breakout - H3LIS331DL,US000845,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Triple Axis Accelerometer Breakout - KX132 (Qwiic),US002210,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Triple Axis Accelerometer Breakout - KX134 (Qwiic),US002211,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Triple Axis Accelerometer Breakout - LIS3DH,US000893,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Triple Axis Accelerometer Breakout - LIS3DH (with Headers),US002332,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Triple Axis Accelerometer Breakout - MMA8452Q,US000992,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Triple Axis Accelerometer Breakout - MMA8452Q (Qwiic),US000838,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Triple Axis Accelerometer Breakout - MMA8452Q (with Headers),US000901,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Triple Axis Digital Accelerometer Breakout - ADXL313 (Qwiic),US001055,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Triple Axis Magnetometer Breakout - MLX90393 (Qwiic),US000834,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun TRRS 3.5mm Jack Breakout,US001024,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
"SparkFun TRS Jack Breakout - 1/4"" Stereo",US000979,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun USB LiPoly Charger - Single Cell,US000998,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun USB MicroB Plug Breakout,US001047,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun USB to Serial Breakout - FT232RL,US000972,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun USB Type A Female Breakout,US001002,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun USB UART Serial Breakout - CY7C65213,US000889,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun USB-C Breakout,US000808,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun USB-C Host Shield,US002336,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun UV Light Sensor Breakout - VEML6075 (Qwiic),US000804,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Variable Load Kit,US000840,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Vernier Interface Shield,US000970,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun VR IMU Breakout - BNO080 (Qwiic),US000875,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Wake on Shake,US001022,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Weather Shield,US000883,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun weather:bit - micro:bit Carrier Board (Qwiic),US000736,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun WiFi IR Blaster (ESP8266),US002369,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun WiFi Shield - ESP8266,US000945,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Wireless Joystick Kit,US000891,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Wireless Motor Driver Shield,US000865,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun XBee Explorer Dongle,US000994,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun XBee Explorer Regulated,US001025,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun XBee Explorer Regulated,US000008,Other,Other,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
SparkFun XBee Explorer Serial,US000002,Other,MIT,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
SparkFun XBee Explorer Serial,US000933,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun XBee Explorer USB,US000993,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkPNT RTK Facet mosaic L-Band,US002723,CC-BY-SA-4.0,MIT,CC-BY-SA-4.0,compatible,"CC licenses (CC-BY-SA-4.0) are designed for creative content, not hardware - consider CERN-OHL or similar"
SparkX Differential Pressure Sensor - SDP31 (Qwiic),US002206,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkX Pi-Filter,US000784,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkX Power Meter - ACS37800 (Qwiic),US002207,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkX Refrigeration Gas Sensor - ZMOD4450 (Qwiic),US000702,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
Spectacle Audio Board,US000871,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
Spectacle Light Board,US000872,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
Spectrum One,UK000086,CERN-OHL-S-2.0,MIT,CC-BY-4.0,incompatible,"Incompatible: CERN-OHL-S-2.0 hardware requires derivative works to be under same license, but software is permissive MIT; Incompatible: CERN-OHL-S-2.0 hardware requires strongly reciprocal license, but software is MIT; Unusual combination: CERN-OHL-S-2.0 hardware with permissive CC-BY-4.0 documentation - may be intentional but worth reviewing"
Spoonbot,UK000072,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
Sprig-C3,GR000010,GPL-3.0-only,No software,GPL-3.0-only,compatible,No compatibility issues detected
Sprig-ESP32,GR000011,GPL-3.0-or-later,No software,GPL-3.0-or-later,compatible,No compatibility issues detected
Square Grid Board,US000120,Other,Other,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
Stack-chan,JP000014,Other,Apache,Other,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
Stack-chan,JP000017,Other,Apache,Other,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
StarPointer,LK000012,CERN-OHL-W-2.0,MIT,CC-BY-4.0,compatible,No compatibility issues detected
StarrySky,CN000018,GPL-3.0-only,GPL-3.0-only,GPL-3.0-only,compatible,No compatibility issues detected
Stepper motor driver DRV8825 board,HR000014,TAPR,No software,CC BY-SA,compatible,No compatibility issues detected
STM32 DS2480 Emu,TR000001,CERN,MIT,Other,cannot_assess,Documentation license is 'Other' - cannot verify compatibility
STM32 Ethernet Board,AT000002,TAPR,No software,Other,cannot_assess,Documentation license is 'Other' - cannot verify compatibility
STM32 Explorer Board,BR000018,CERN-OHL-P-2.0,CERN-OHL-P-2.0,CERN-OHL-P-2.0,compatible,No compatibility issues detected
STM32 Notebook - B6,TH000006,Solderpad,No software,CC BY-SA,compatible,No compatibility issues detected
StopWatch,ES000031,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,compatible,No compatibility issues detected
Stormduino,MU000001,Other,No software,Other,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
Stormduino 4 Layer Edition,MU000006,Other,No software,Other,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
StratoSoar,US002613,CERN-OHL-S-2.0,GPL-3.0-or-later,GPL-3.0-or-later,compatible,No compatibility issues detected
StratoSpore,US002736,Other,MIT,Other,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
Stringman,US002788,Other,Other,Other,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
Suitcase Synth Modulino,US002716,CERN-OHL-W-2.0,CERN-OHL-W-2.0,CC-BY-SA-4.0,compatible,No compatibility issues detected
SWD (2x5 1.27mm) Cable Breakout Board,US000551,Other,MIT,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
Switched JST-PH 2-Pin SMT Right Angle Breakout Board,US002489,Other,MIT,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
SYNAPSE,IN000049,CERN-OHL-S-2.0,MIT,CC-BY-SA-4.0,incompatible,"Incompatible: CERN-OHL-S-2.0 hardware requires derivative works to be under same license, but software is permissive MIT; Incompatible: CERN-OHL-S-2.0 hardware requires strongly reciprocal license, but software is MIT"
Synth Labs 060 PCB,DE000116,CERN-OHL-S-2.0,GPL,CC BY-SA,compatible,No compatibility issues detected
Synthwave,US002582,CERN-OHL-P-2.0,CERN-OHL-P-2.0,CERN-OHL-P-2.0,compatible,No compatibility issues detected
System76 Launch Configurable Keyboard,US001062,Other,GPL,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
System76 Launch Heavy Configurable Keyboard,US002131,Other,GPL-3.0-only,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
System76 Launch Lite Configurable Keyboard,US002092,Other,GPL-3.0-only,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
System76 Nebula19,US002354,Other,GPL,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
System76 Nebula36,US002355,Other,GPL,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
System76 Nebula40,US002653,Other,GPL,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
System76 Nebula49,US002356,Other,GPL,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
System76 Thelio,US000142,Other,GPL-3.0-only,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
System76 Thelio Astra,US002674,Other,GPL,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
System76 Thelio Major,US000143,Other,GPL,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
System76 Thelio Massive,US000144,Other,GPL-3.0-only,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
System76 Thelio Mega,US000677,Other,GPL,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
System76 Thelio Mega,US002652,Other,GPL,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
System76 Thelio Mega,US002708,Other,GPL,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
SYSTEM76 THELIO MIRA/SPARK,US002646,Other,GPL,CC-BY-SA-4.0,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
SYSTEM76 THELIO MIRA/SPARK,US001063,Other,GPL,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
System76 Thelio U.2 Backplane,US000146,Other,GPL,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
System76 Thelio-IO,US000145,Other,GPL,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
Tango 3D Printer Control Board,CN000002,Other,Apache,Other,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
TatamiRacer,JP000023,MIT,MIT,MIT,compatible,No compatibility issues detected
TC Logger Device,ES000034,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,compatible,No compatibility issues detected
TectOH,ES000033,CERN-OHL-W-2.0,LGPL,CC-BY-4.0,compatible,No compatibility issues detected
Teensy 3.1 XBee Adapter,US000948,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
Teensy 3.x Feather Adapter,US000483,Other,MIT,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
Teensy 8x8 Audio Board,AU000022,CC0-1.0,GPL-3.0-only,GPL-3.0-only,compatible,No compatibility issues detected
Tekniverse Bluebird,US002179,CERN-OHL-S-2.0,Other,Other,cannot_assess,Software license is 'Other' - cannot verify compatibility
Temp Sensor for CHIRIMEN,JP000007,Other,Other,CC BY,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
temp-1w8-pro,LT000004,CERN-OHL-S-2.0,CERN-OHL-S-2.0,CERN-OHL-S-2.0,compatible,No compatibility issues detected
termoDaQ,VE000001,Other,Other,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
TerraFlex,IN000054,GPL-3.0-or-later,No software,GPL-3.0-or-later,compatible,No compatibility issues detected
TFHT01,CZ000010,GPL-3.0-or-later,No software,GPL-3.0-or-later,compatible,No compatibility issues detected
The Brain Machine Kit - v1,US002546,Other,MIT,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
The Cyrcle Phone 2G enclosure,US002003,CERN,No software,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
The Cyrcle Phone 4G 2020 Enclosure,US002012,CERN-OHL-W-2.0,No software,CC BY-SA,compatible,No compatibility issues detected
The Cyrcle Phone 4G 2021 Enclosure,US002013,CERN-OHL-W-2.0,No software,CC BY-SA,compatible,No compatibility issues detected
The Pocket Integrator,US002583,TAPR,Other,GPL,cannot_assess,Software license is 'Other' - cannot verify compatibility
The ThermoVacc,IN000047,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,compatible,No compatibility issues detected
The Transmutable Swan,US001099,CERN,No software,Other,cannot_assess,Documentation license is 'Other' - cannot verify compatibility
The Waterminder,IN000037,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,compatible,No compatibility issues detected
Thelio Mira,US002790,Other,GPL,CC-BY-SA-4.0,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
Thermal Printer Controller,NL000011,CERN-OHL-P-2.0,No software,CERN-OHL-P-2.0,compatible,No compatibility issues detected
Thunder Buddy,CA000032,Solderpad,MIT,CC0-1.0,compatible,No compatibility issues detected
ThunderScope,CA000017,CERN-OHL-P-2.0,CERN-OHL-P-2.0,CERN-OHL-P-2.0,compatible,No compatibility issues detected
tiliqua,DE000144,CERN-OHL-S-2.0,CERN-OHL-S-2.0,CERN-OHL-S-2.0,compatible,No compatibility issues detected
TimeBlaster,BE000005,Other,Other,Other,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
TinkerPod,CA000064,CERN-OHL-P-2.0,MIT,CC-BY-SA-4.0,compatible,No compatibility issues detected
Tiny AVR Programmer,US001011,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
Tiny Tapeout MB1,ES000040,Other,Apache,Other,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
Tiny4FSK,US002611,CERN-OHL-W-2.0,GPL-3.0-or-later,GPL-3.0-or-later,compatible,No compatibility issues detected
TinyCAN,NL000002,Other,GPL,Other,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
tinyCore ESP32-S3,US002730,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,compatible,No compatibility issues detected
TinyNES,US002093,CC-BY-SA-4.0,No software,CC-BY-SA-4.0,compatible,"CC licenses (CC-BY-SA-4.0) are designed for creative content, not hardware - consider CERN-OHL or similar"
TL05i,GT000005,CERN-OHL-1.2,GPL,CC BY,compatible,Legacy hardware license (CERN-OHL-1.2) - consider updating to CERN-OHL-2.0 family
TLC59025 Devboard,TH000010,CERN-OHL-S-2.0,GPL,CC-BY-SA-4.0,compatible,No compatibility issues detected
TLV493D Croquette,MX000024,CERN,LGPL,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
Tokay-Lite,CA000029,CERN-OHL-P-2.0,CERN-OHL-P-2.0,Other,cannot_assess,Documentation license is 'Other' - cannot verify compatibility
TokeiDigital Clocks,PL000019,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,compatible,No compatibility issues detected
TomatoCube CH552 Development Board,MY000001,CC-BY-SA-4.0,CC-BY-SA-4.0,Other,cannot_assess,Documentation license is 'Other' - cannot verify compatibility
TomatoCube DIY LED Trinket,MY000002,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,compatible,"CC licenses (CC-BY-SA-4.0) are designed for creative content, not hardware - consider CERN-OHL or similar"
TomatoCube DIY LED Trinket - China Version,MY000007,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,compatible,"CC licenses (CC-BY-SA-4.0) are designed for creative content, not hardware - consider CERN-OHL or similar"
